name,sku,available,purchase_option,price,cost_price,container_water_weight,container_sweets_weight,width,height,depth,weight,description,meta_description,brand,type[Butter],type[Caramel],type[Chewy],type[Chocolate],type[Dried Fruit],type[Fizzy],type[Gum],type[Gummy],type[Hard],type[Jelly],type[Liquorice],type[Lollipop],type[Mint],type[Nougat],type[Novelty],type[Nuts],type[Sherbet],type[Traditional],type[Toffee],type[Wrapped],flavour[Aniseed],flavour[Apple],flavour[Banana],flavour[Blackcurrant],flavour[Bubblegum],flavour[Cherry],flavour[Chocolate],flavour[Coconut],flavour[Cola],flavour[Cream],flavour[Custard],flavour[Mixed Fruit],flavour[Ginger],flavour[Lemon],flavour[Lime],flavour[Mint],flavour[Orange],flavour[Pear],flavour[Raspberry],flavour[Rhubarb],flavour[Salt],flavour[Sour],flavour[Strawberry],flavour[Toffee],flavour[Vanilla],flavour[Watermelon],colour[Black],colour[Blue],colour[Brown],colour[Green],colour[Orange],colour[Pink],colour[Purple],colour[Rainbow],colour[Red],colour[White],colour[Yellow],contains[Alcohol],contains[Gluten],contains[Lactose],contains[Nuts],contains[Sugar],contains[Gelatin],ingredients,serving_size,energy,protein,carbohydrates,fat
Babette,HBG-NV-002-01,FALSE,3,0.06,,,,,,,18,Vanilla Cream And Praline,Babette only Ł3.99/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,1,1,1,1,,,,,,
Banana Milkshakes,HBG-JR-007-01,FALSE,1,0.01,0.0048,919,0,,,,,,Banana Milkshakes sweets only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,1,,,,,,
Barley Sugars,HBG-JR-008-01,TRUE,1,0.01,0.0065,919,611,,,,,Traditional hard boiled sweets with an extract of barley.,Barley Sugars only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,"Sugar, Glucose Syrup, Citric Acid, Colours: E110, E102",,,,,
Barley Sugars (Sugar Free),HBG-JR-008-02,FALSE,1,0.012,0.0065,919,0,,,,,Traditional hard boiled sweets with an extract of barley. Sugar free.,Sugar Free Barley Sugars only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,"Isomalt, Colours: E160",,,,,
Barratts Black Jacks,HBG-SI-002-01,FALSE,0,0.4,0.25,,,110,20,20,0,Small wrapped aniseed chews,Barratts Black Jacks only 40p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Barratt,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,1,1,"Glucose Syrup, Sugar, Hydrogenated Vegetable Fat, Colours: E153, E151, E129; Citric Acid, Gelatine, Flavouring, Emulsifier: Soya Lecithin",100,395,0.8,84.5,6
Barratts Fruit Salad Chews (Raspberry & Pineapple),HBG-SI-003-01,FALSE,0,0.4,0.25,,,110,20,20,0,Small wrapped raspberry and pineapple chews.,Barratts Fruit Salad chews only 40p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Barratt,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,"Glucose Syrup, Sugar, Hydrogenated Vegetable Fat, Citric Acid, Gelatine, Emulsifier: Soya Lecithin; Flavourings, Colours: E104, E124, E122",100,382,0.5,87.9,3.1
Barratts Jelly Babies,HBG-JR-009-01,FALSE,1,0.01,0.0065,919,0,,,,,Mixture of fruity soft jelly candy shaped like babies dusted with sugar.,Barratts Jelly Babies only Ł1.00/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Barratt,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,1,,,1,1,,1,,,1,,1,1,"Sugar, Glucose Syrup From Wheat, Gelatine, Food Acid Citric Acid, Flavourings, Natural Colours (Anthocyanin, Curcumin, Capsanthin), Vegetable Concentrate, Maize Starch",,,,,
Barratts Nougat,HBG-SI-004-01,FALSE,0,0.45,0.3,,,150,60,15,0,"Vanilla and raspberry flavoured nougat bar, sprinkled with peanuts.",Barratts Nougat Bar only 45p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Barratt,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,1,,,,1,1,1,1,"Glucose Syrup, Sugar, Beef Gelatine, Peanuts, Desiccated Coconut, Cornflour, Flavourings, Colour: Cochineal",100,375,4.5,80.6,3.7
Bassetts Liquorice Allsorts,HBG-JR-010-01,FALSE,1,0.013,0.01,919,0,,,,,"A British favourite, a varied and colourful assortment of liquorice featuring flavours of coconut and aniseed.",Bassetts Liquorice Allsorts only Ł1.30/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Bassetts,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,1,1,"Sugar, Molasses, Glucose Syrup, Wheat Flour, Glucose Syrup, Desiccated Coconut, Gelatine (Bovine), Starch, Caramel, Modified Starch, Fat Reduced Cocoa, Liquorice Extract, Natural Lemon Flavouring With Other Natural Flavourings, Natural (Aniseed, Orange) Flavourings, Natural Flavourings, Vegetable Oil, Vegetable Extract (Beetroot Juice) Caramel Sugar Syrup. Colours (Paprika Extract, Vegetable Carbon, Curcumin, Anthocyanins, Lutein), Glazing Agent (Caranuba Wax). Concentrated Black Currant Juice and Concentrated Vegetable Extract (Spirulina).",100,380,5.6,77.8,4.2
Bassetts Mint Favourites,HBG-JR-011-01,TRUE,1,0.013,0.01,919,543,,,,,"A much loved assortment of mint favourites; Murray Mints, Murray Butter Mints, Everton Mints & Mint Toffees.",Bassetts Mint Favourites only Ł1.30/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Bassetts,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,"Glucose Syrup, Sugar, Sweetened Condensed Skimmed Milk, Vegetable Oil, Milk Fat, Salt, MolassesDried Skimmed Milk, Dried Whey, Single Cream, Emulsifier (Soya Lecithin), Acidity Regulator (E331), FlavouringsColour (Vegetable Carbon).Murray Mints: Contains: Soya. May Contain: Nuts, Milk, Sesame SeedsMurray Butter Mints: Contains: Milk, Soya, Sulphites. May Contain: Nuts, Sesame SeedsEverton Mints: Contains: Milk, Sulphites. May Contain: Nuts, Sesame Seeds, SoyaMint Toffees: Contains: Milk, Soya. May Contain: Egg",,,,,
Bel Canto,HBG-NV-003-01,FALSE,0,1.2,0.8,,,50,50,15,0,Extra strong liquorice imps in tins.,Bel Canto sweets only Ł1.20. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Acacia Gum, Sugar, Plant Extracts, Black Carbo Medicinalis Vegetalis",,,,,
Belgian Stevia (Cocoa Dark Nibs),HBG-NV-004-01,FALSE,0,1.39,0.556,,,0,0,0,0,Solid belgian chocolate bar.,Cocoa Dark Nibs Stevia Bar only Ł1.39. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,"Cocoa Mass, Alimentary Fibre: Dextrin, Inulin, Oligofructose.  Sweeteners: Erythritol, Steviol Glycosides. Cocoa Butter, Roasted Cocoa Bean Kernels, Soya Lecithin, Natural Flavourings. Cocoa Solids: 55%. Factory Processes: Milk, Soya & Nuts. Contains naturally occurring sugars.",,,,,
Belgian Stevia (Milk),HBG-NV-004-02,FALSE,0,1.39,0.556,,,0,0,0,0,Solid belgian chocolate bar.,Milk Chocolate Stevia Bar only Ł1.39. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,"Cocoa Butter, Full Milk Powder, Alimentary Fibres (Dextrin, Inulin, Oligofructose), Cocoa Mass, Whey Powder, Sweeteners (Erythritol, Steviol Glycosides), Emulsifier: Soy Lecithin, Natural Flavours, Cocoa Solids: Minimum 36%, Milk Solids: Minimum 14%.",,,,,
Belgian Stevia (Rice White Crisp),HBG-NV-004-03,FALSE,0,1.39,0.556,,,0,0,0,0,Solid belgian chocolate bar.,Rice Crisp White Stevia Bar only Ł1.39. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,"Cocoa Butter, Full Milk Powder, Alimentary Fibres (Dextrin, Inulin, Oligofructose), Whey Powder, Sweeteners (Erythritol, Steviol Glycosides), Skimmed Milk Powder, Rice Crisp (4%) (Rice Flour, Wheat Malt, Wheat Gluten, Salt), Emulsifier: Soy Lecithin, Natural Flavours, Cocoa Solids: Minimum 44%, Milk Solids: Minimum 40%.",,,,,
Big Cola Bottles,HBG-PM-001-01,FALSE,2,0.1,0.05,919,0,,,,0,,Big Cola Bottles only 5p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,,,,,,
Big Twist Rainbow Lollies,HBG-SI-005-01,FALSE,0,1.5,1,,,396,29,20,143,,Big Twist Rainbow Lollies sweets only Ł1.20. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,,,,,,
Black & White Mint Squares,HBG-JR-013-01,TRUE,1,0.01,0.0065,919,672,,,,, Mint flavour sweets using peppermint oil with a delicious toffee centre.,Black & White Mint Squares only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Taverners,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,1,,1,1,1,"Sugar, Glucose Syrup, Treacle, Wheat Flour, Desiccated Coconut, Vegetable Oil, Humectant (E422), Liquorice Extract, Gelatine, Natural Flavourings, Cocoa Powder, Colours (E162, E100, E160C, E163) Fruit & Vegetable Concentrates.",,,1,83.7,6.4
Black & White Mints Round,HBG-JR-012-01,FALSE,1,0.01,0.0065,919,0,,,,,,Black & White Round Mints fromŁ1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,1,1,1,1,1,,,,,,
Blackcurrant & Liquorice Humbugs,HBG-JR-014-01,TRUE,1,0.01,0.0065,919,779,,,,,A purple humbug with a flavour combination of liquorice and blackcurrant.,Blackcurrant & Liquorice Humbugs sweets only Ł1.30/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,,"Sugar, Glucose Syrup, Hydrogenated Vegetable Oil, Condensed Milk, Citric Acid, Flavourings, Colours: E122, E133, E142",,,,,
Boiled Assortment,HBG-JR-015-01,FALSE,1,0.01,0.0065,919,530,,,,,,Boiled Assortment sweets only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Royale,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,28,92,,,
Bonbons (Apple & Blackcurrant),HBG-JR-016-01,TRUE,1,0.01,0.0065,919,673,,,,,Chewy apple and blackcurrant flavoured bonbons.,Apple & Blackcurrant Bonbons only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,1,1,1,1,"Sugar, Glucose Syrup, Vegetable Oil, Humectant: Sorbitol, Citric Acid, Pork Gelatine, Dextrose, Flavourings, Colours: E163, E100, E141; Emulsifier: Soya Lecithin",,,,,
Bonbons (Apple & Custard),HBG-JR-016-02,TRUE,1,0.01,0.0065,919,673,,,,,Chewy apple and custard flavoured bonbons.,Apple & Custard Bonbons only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,1,1,1,1,"Sugar, Glucose Syrup, Vegetable Oil, Humectant: Soritol, Citric Acid, Pork Gelatine, Dextrose, Colour: E100, E141; Emulsifier: Lecithin",,,,,
Bonbons (Apple),HBG-JR-016-03,TRUE,1,0.01,0.0065,919,673,,,,,Chewy apple flavoured bonbons.,Apple Bonbons only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,1,1,"Sugar, Glucose Syrup, Water, Hydrogenated Vegetable Fat, Dextrose, Citric Acid, Sorbitol, Gelatine, Flavouring, Emulsifier: E473, Colour: E100, E141",,,,,
Bonbons (Blackcurrant & Liquorice),HBG-JR-016-04,TRUE,1,0.01,0.0065,919,673,,,,,Chewy liquorice and blackcurrant flavoured bonbons.,Blackcurrant & Liquorice Bonbons only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,1,"Sugar, Glucose Syrup, Vegetable Oil, Whey Powder, Skimmed Milk Powder, Cornflour, Citric Acid, Flavourings, Butter Oil, Salt, Emulsifier: Soya Lecithin, Colour: E162",,,,,
Bonbons (Blackcurrant),HBG-JR-016-05,TRUE,1,0.01,0.0065,919,673,,,,,Chewy blackcurrant flavoured bonbons.,Blackcurrant Bonbons only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,1,1,1,"Sugar, Glucose Syrup, Vegetable Oil, Humectant, Sorbitol, Citric Acid, Pork Gelatine, Dextrose, Flavourings, Colours: E163, E153; Emulsifier: Soya Lecithin",,,,,
Bonbons (Cherry),HBG-JR-016-06,TRUE,1,0.01,0.0065,919,673,,,,,Chewy cherry flavoured bonbons.,Cherry Bonbons only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,1,1,"Sugar, Glucose Syrup, Water, Hydrogenated Vegetable Fat, Dextrose, Sorbitol, Citric Acid, Flavourings, Gelatine, Emulsifier: E473, Colours: E120 ",,,,,
Bonbons (Chocolate),HBG-JR-016-07,TRUE,1,0.01,0.0065,919,673,,,,,Chewy chocolate flavoured bonbons.,Chocolate Bonbons only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,,,,,,
Bonbons (Lemon & Lime),HBG-JR-016-08,TRUE,1,0.01,0.0065,919,673,,,,,Chewy lemon and lime flavoured bonbons.,Lemon & Lime Bonbons only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,1,,1,1,1,1,1,"Sugar, Glucose Syrup, Vegetable Oil, Humactant: Sorbitol, Citric Acid, Pork Gelatine, Dextrose, Flavouring, Colour: E100, E141; Emulisifier: Soya Leithin.",,,,,
Bonbons (Lemon),HBG-JR-016-09,TRUE,1,0.01,0.0065,919,673,,,,,Chewy lemon flavoured bonbons.,Lemon Bonbons only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,"Sugar, Glucose Syrup, Hydrogenated Vegetable Oil, Dextrose, Sorbitol, Citric Acid, Gelatine, Emulsifier: Sucrose, Colours: E100",,,,,
Bonbons (Multi-Flavoured),HBG-JR-016-10,TRUE,1,0.01,0.0065,919,673,,,,,Chewy multi flavoured bonbons.,Multi Flavoured Bonbons only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Bonbons (Peaches & Cream),HBG-JR-016-11,TRUE,1,0.01,0.0065,919,673,,,,,Chewy peaches and cream flavoured bonbons.,Peaches & Cream Bonbons only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,1,1,1,"Sugar, Glucose Syrup, Vegetable Oil, Humectant: Sorbitol, Emulsifier: Soya Lecithin, Colours: E120, Citric Acid, Pork Gelatine, Dextrose, Flavouring",,,,,
Bonbons (Rhubarb & Custard),HBG-JR-016-12,TRUE,1,0.01,0.0065,919,673,,,,,Rhubarb and custard bonbons that are delightfully chewy and full of flavour.,Rhubarb & Custard Bonbons only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,1,1,1,1,1,"Sugar, Glucose Syrup, Hydrogenated Vegetable Fat, Dextrose, Sorbitol, Citric Acid, Gelatine, Emulsifier: E473, Colours: E120, E100",,,,,
Bonbons (Sour Raspberry),HBG-JR-016-13,TRUE,1,0.01,0.0065,919,673,,,,,Chewy sour blue raspberry flavoured bonbons.,Sour Blue Raspberry Bonbons only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,1,1,1,1,1,"Sugar, Glucose Syrup, Hydrogenated Vegetable Fat, Water, Dextrose, Citric Acid, Sorbitol, Flavouring, Gelatine, Emulsifier: E473, Colour: E133",,,,,
Bonbons (Strawberry & Cream),HBG-JR-016-14,TRUE,1,0.01,0.0065,919,673,,,,,Chewy strawberry and cream flavoured bonbons.,Strawberry & Cream Bonbons only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,1,1,1,1,1,"Sugar, Glucose Syrup, Vegetable Oil, Humectant: Sorbitol, Pork Gelatine, Citric Acid, Dextrose, Flavourings, Colour: E120, Emulisifier: Soya Lecithin",,,,,
Bonbons (Strawberry),HBG-JR-016-15,TRUE,1,0.01,0.0065,919,673,,,,,Chewy strawberry flavoured bonbons.,Strawberry Bonbons only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,"Sugar, Glucose Syrup, Water, Hydrogenated Vegetable Oil, Dextrose, Sorbitol, Gelatine, Citric Acid, Flavourings, Emulsifier: E471, Colour: E120",,,,,
Bonbons (Toffee),HBG-JR-016-16,TRUE,1,0.01,0.0065,919,673,,,,,Chewy toffee flavoured bonbons.,Toffee Bonbons only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,1,1,1,1,"Sugar, Glucose Syrup, Sweetened Condensed Milk, Hydrogenated Vegetable Oil, Dextrose, Salt, Emulsifier (E471)",,,,,
Bonbons (Watermelon),HBG-JR-016-17,TRUE,1,0.01,0.0065,919,673,,,,,Chewy watermelon flavoured bonbons.,Watermelon Bonbons only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,1,1,1,1,"Sugar, Glucose Syrup, Hydrogenated Vegetable Fat, Dextrose, Sorbitol, Citric Acid, Gelatine, Emulsifier: E473, Colours: E141",,,,,
Boynes Sugar Mice,HBG-NV-005-01,TRUE,0,0.75,0.5,,,65,30,20,24,"With four/five colours to choose from, the tasty traditional sugared mice, complete with the little cotton tails!",Boynes Sugar Mice only 75p. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,1,"Sugar, Glucose Syrup, Water, Softening Agent (Glycerine), Natural Flavouring, Natural Colours",,,,,
Brain Licker,HBG-SI-006-01,FALSE,0,1,0.6,,,150,41,34,100,Mega sour liquid to roll on the tongue.,Brain Licker sweets only Ł1. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,1,1,"Glucose-Fructose Syrup (Corn Syrup), Water, Sugar, Acidifiers, Citric Acid, Lactic Acid, Malic Acid, Artificial Flavourings, Colours: E102/Yellow.",,,,,
Brazils (Buttered),HBG-JR-017-01,FALSE,1,0.017,0.0085,919,0,,,,,Whole brazil nuts encased in a smooth butterscotch,Buttered Brazils only Ł1.70/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Buchanans,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,1,"Brazils Nuts (30%), Sugar, Glucose Syrup, Butter (10%), Salt",,,,,
Brazils (Chocolate),HBG-JR-017-02,TRUE,1,0.012,0.0065,919,747,,,,,Whole brazil nuts wrapped in milk chocolate.,Chocolate Brazils only Ł1.20/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,,,,,,
Bubblegum Bottles,HBG-PM-002-01,FALSE,1,0.01,0.006,919,0,,,,,,Bubblegum Bottles only 95p/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,1,1,1,1,,,,,,
Bulls Eyes,HBG-JR-018-01,TRUE,1,0.01,0.006,919,760,,,,,Traditional hard boiled black and white mint sweets.,Bulls Eyes sweets only Ł1/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,Kingsway,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,1,1,1,,1,"Sugar, Glucose, Citric Acid, Flavouring, Colour (E153)",,,,,
Bus Lollies,HBG-SI-007-01,FALSE,0,1.3,0.8,,,0,0,0,0,,Bus Lollies sweets only Ł1.30. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,
Butterscotch Gums,HBG-JR-019-01,FALSE,1,0.013,0.0085,919,573,,,,,,Butterscotch Gums sweets only Ł1.30/100g. Traditional sweets and more at Humbugs Confectionery Store. Specialists in satisfying your sweet tooth!,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,"Glucose Syrup, Sugar, Gelatine, Modified Potato Starch, Butter, Vegetable Oil, Glazing Agents (Carnauba Wax)",,,,,
